"actor","text","season","episode","title"
"Joffrey Baratheon ","I'm telling mother !","01","02","The Kings Road"
"Tyrion Lannister ","Go ! Tell her. But first you will get to Lord and Lady Stark and you will fall on your knees in front of them and tell them how very sorry you are, that you are at their service, and that all your prayers are with them. Do you understand ?","01","02","The Kings Road"
"Joffrey Baratheon ","You can't...","01","02","The Kings Road"
"Tyrion Lannister ","Do you understand ?","01","02","The Kings Road"
"Sandor Clegane ","The Prince will remember that, little lord.","01","02","The Kings Road"
"Tyrion Lannister ","I hope so. If he forgets, be a good dog and remind him. Time for breakfast. Bread. And two of those little fish. And a mug of dark beer to wash it down. And bacon, burned black.","01","02","The Kings Road"
"Jaime Lannister ","Little brother.","01","02","The Kings Road"
"Tyrion Lannister ","Beloved siblings.","01","02","The Kings Road"
"Myrcella Baratheon ","Is Bran going to die ?","01","02","The Kings Road"
"Tyrion Lannister ","Apparently not.","01","02","The Kings Road"
"Cersei Baratheon ","What do you mean ?","01","02","The Kings Road"
"Tyrion Lannister ","The Maester says the boy may live.","01","02","The Kings Road"
"Cersei Baratheon ","It's no mercy, letting a child linger in such pain.","01","02","The Kings Road"
"Tyrion Lannister ","Only the gods know for certain. All the rest of us can do is pray. The charms of the north seem entirely lost on you.","01","02","The Kings Road"
"Cersei Baratheon ","I still can't believe you're going. It's ridiculous even for you.","01","02","The Kings Road"
"Tyrion Lannister ","Where's your sense of wonder ? The greatest structure ever built, the intrepid men of the Night's Watch, the wintry abode of the White Walkers.","01","02","The Kings Road"
"Jaime Lannister ","Tell me you're not thinking of taking the black.","01","02","The Kings Road"
"Tyrion Lannister ","And go celibate ? The whores would go begging from Dorne to Casterly Rock. I just want to stand on top of the Wall and piss off the edge of the world.","01","02","The Kings Road"
"Cersei Baratheon ","The children don't need to hear your filth. Come.","01","02","The Kings Road"
"Jaime Lannister ","Even if the boy lives, he'll be a cripple, a grotesque. Give me a good clean death any day.","01","02","The Kings Road"
"Tyrion Lannister ","Speaking for the grotesques, I'd have to disagree. Death is so final, whereas life... Life is full of possibilities. I hope the boy does wake. I'd be very interested to hear what he has to say.","01","02","The Kings Road"
"Jaime Lannister ","My dear brother, there are times you make me wonder whose side you're on.","01","02","The Kings Road"
"Tyrion Lannister ","My dear brother, you wound me. You know how much I love my family.","01","02","The Kings Road"
"Cersei Baratheon ","Please.","01","02","The Kings Road"
"Catelyn Stark ","I would have dressed, your Grace.","01","02","The Kings Road"
"Cersei Baratheon ","This is your home. I'm your guest. Handsome one, isn't he ? I lost my first boy, a little black-haired beauty. He was a fighter too... Tried to b*at the fever that took him. Forgive me. It's the last thing you need to hear right now.","01","02","The Kings Road"
"Catelyn Stark ","I never knew.","01","02","The Kings Road"
"Cersei Baratheon ","It was years ago. Robert was crazed, b*at his hands bloody on the wall, all the things men do to show you how much they care. The boy looked just like him. Such a little thing... A bird without feathers. They came to take his body away and Robert held me. I screamed and I battled, but he held me. That little bundle. They took him away and I never saw him again. Never have visited the crypt, never. I pray to the Mother every morning and night that she return your child to you.","01","02","The Kings Road"
"Catelyn Stark ","I am grateful.","01","02","The Kings Road"
"Cersei Baratheon ","Perhaps this time she'll listen.","01","02","The Kings Road"
"Jaime Lannister ","A sword for the wall ?","01","02","The Kings Road"
"Jon Snow ","I already have one.","01","02","The Kings Road"
"Jaime Lannister ","Good man. Have you swung it yet ?","01","02","The Kings Road"
"Jon Snow ","Of course I have.","01","02","The Kings Road"
"Jaime Lannister ","At someone, I mean. It's a strange thing, the first time you cut a man. You realize we're nothing but sacks of meat and blood and some bone to keep it all standing. Let me thank you ahead of time for guarding us all from the perils beyond the Wall... Wildlings and White Walkers and whatnot. We're grateful to have good, strong men like you protecting us.","01","02","The Kings Road"
"Jon Snow ","We've guarded the kingdoms for 8 000 years.","01","02","The Kings Road"
"Jaime Lannister ","Is it ""we"" already ? Have you taken your vows then ?","01","02","The Kings Road"
"Jon Snow ","Soon enough.","01","02","The Kings Road"
"Jaime Lannister ","Give my regards to the Night's Watch. I'm sure it will be thrilling to serve in such an elite force. And if not ? It's only for life.","01","02","The Kings Road"
"Arya Stark ","Thank you, Nymeria. Septa Mordane says I have to do it again. My things weren't properly folded, she says. Who cares how they're folded ?! They're going to get all messed up anyway.","01","02","The Kings Road"
"Jon Snow ","It's good you've got help.","01","02","The Kings Road"
"Arya Stark ","Watch. Nymeria, gloves.","01","02","The Kings Road"
"Jon Snow ","Impressive.","01","02","The Kings Road"
"Arya Stark ","Shut up. Nymeria, gloves !","01","02","The Kings Road"
"Jon Snow ","I have something for you. And it has to be packed very carefully.","01","02","The Kings Road"
"Arya Stark ","A present ?","01","02","The Kings Road"
"Jon Snow ","Close the door. This is no toy. Be careful you don't cut yourself.","01","02","The Kings Road"
"Arya Stark ","It's so skinny.","01","02","The Kings Road"
"Jon Snow ","So are you. I had the blacksmith make it for you special. It won't hack a man's head off, but it can poke him full of holes if you're quick enough.","01","02","The Kings Road"
"Arya Stark ","I can be quick.","01","02","The Kings Road"
"Jon Snow ","You'll have to work at it every day. How does it feel ? Do you like the balance ?","01","02","The Kings Road"
"Arya Stark ","I think so.","01","02","The Kings Road"
"Jon Snow ","First lesson  Stick them with the pointy end.","01","02","The Kings Road"
"Arya Stark ","I know which end to use.","01","02","The Kings Road"
"Jon Snow ","I'm going to miss you. Careful. All the best swords have names, you know.","01","02","The Kings Road"
"Arya Stark ","Sansa can keep her sewing needles. I've got a needle of my own.","01","02","The Kings Road"
"Jon Snow ","I came to say goodbye to Bran.","01","02","The Kings Road"
"Catelyn Stark ","You've said it.","01","02","The Kings Road"
"Jon Snow ","I wish I could be here when you wake up. I'm going north with Uncle Benjen. I'm taking the black. I know we always talked about seeing the Wall together, but you'll be able to come visit me at Castle Black when you're better. I'll know my way around by then. I'll be a sworn brother of the Night's Watch. We can go out walking beyond the Wall, if you're not afraid.","01","02","The Kings Road"
"Catelyn Stark ","I want you to leave. 17 years ago you rode off with Robert Baratheon. You came back a year later with another woman's son. And now you're leaving again.","01","02","The Kings Road"
"Eddard Stark ","I have no choice.","01","02","The Kings Road"
"Catelyn Stark ","That's what men always say when honor calls. That's what you tell your families, tell yourselves. You do have a choice. And you've made it. I can't do it, Ned. I really can't.","01","02","The Kings Road"
"Eddard Stark ","You can. You must.","01","02","The Kings Road"
"Robb Stark ","You've said goodbye to Bran ? He's not going to die. I know it.","01","02","The Kings Road"
"Jon Snow ","You Starks are hard to k*ll.","01","02","The Kings Road"
"Robb Stark ","My mother ?","01","02","The Kings Road"
"Jon Snow ","She was very kind.","01","02","The Kings Road"
"Robb Stark ","Good. Next time I see you, you'll be all in black.","01","02","The Kings Road"
"Jon Snow ","It was always my color.","01","02","The Kings Road"
"Robb Stark ","Farewell, Snow.","01","02","The Kings Road"
"Jon Snow ","And you, Stark.","01","02","The Kings Road"
"Eddard Stark ","There's great honor serving in the Night's Watch. The Starks have manned the Wall for thousands of years. And you are a Stark. You might not have my name, but you have my blood.","01","02","The Kings Road"
"Jon Snow ","Is my mother alive ? Does she know about me ? Where I am, where I'm going ? Does she care ?","01","02","The Kings Road"
"Eddard Stark ","The next time we see each other, we'll talk about your mother. I promise.","01","02","The Kings Road"
"Robert Baratheon ","Gods, this is country ! I've half a mind to leave them all behind and keep going.","01","02","The Kings Road"
"Eddard Stark ","I've half a mind to go with you.","01","02","The Kings Road"
"Robert Baratheon ","What do you say, just you and me on the Kingsroad, swords at our sides, a couple of tavern wenches to warm our beds tonight.","01","02","The Kings Road"
"Eddard Stark ","You should have asked me 20 years ago.","01","02","The Kings Road"
"Robert Baratheon ","There were wars to fight, women to marry... We never had the chance to be young.","01","02","The Kings Road"
"Eddard Stark ","I recall a few chances.","01","02","The Kings Road"
"Robert Baratheon ","There was that one... Oh, what was her name ? That common girl of yours ? Becca ? With the great big tits you could bury your face in.","01","02","The Kings Road"
"Eddard Stark ","Bessie. She was one of yours.","01","02","The Kings Road"
"Robert Baratheon ","Bessie ! Thank the gods for Bessie and her tits. Yours was... Aleena ? No. You told me once. Meryl ? Your bastard's mother ?","01","02","The Kings Road"
"Eddard Stark ","Wylla.","01","02","The Kings Road"
"Robert Baratheon ","That's it. She must have been a rare wench to make Lord Eddard Stark forget his honor. You never told me what she looked like.","01","02","The Kings Road"
"Eddard Stark ","Nor will I.","01","02","The Kings Road"
"Robert Baratheon ","We were at w*r. None of us knew if we were gonna go back home again. You're too hard on yourself. You always have been. I swear if I weren't your King, you'd have hit me already.","01","02","The Kings Road"
"Eddard Stark ","The worst thing about your coronation... I'll never get to hit you again.","01","02","The Kings Road"
"Robert Baratheon ","Trust me, that's not the worst thing. There was a rider in the night.","01","02","The Kings Road"
"Eddard Stark ","Daenerys Targaryen has wed some Dothraki horselord. What of it ? Should we send her a wedding gift ?","01","02","The Kings Road"
"Robert Baratheon ","A kn*fe perhaps, a good sharp one, and a bold man to wield it.","01","02","The Kings Road"
"Eddard Stark ","She's little more than a child.","01","02","The Kings Road"
"Robert Baratheon ","Soon enough that child will spread her legs and start breeding.","01","02","The Kings Road"
"Eddard Stark ","Tell me we're not speaking of this.","01","02","The Kings Road"
"Robert Baratheon ","Oh, it's unspeakable to you ? What her father did to your family... That was unspeakable. What Rhaegar Targaryen did to your sister... the woman I loved. I'll k*ll every Targaryen I get my hands on.","01","02","The Kings Road"
